"location_id","location_name","cause_id","avg_prevalence_rate","avg_total_energy","avg_energy_from_animal_products","avg_total_fat","avg_total_protein","avg_total_carbohydrates","avg_pct_insufficient_activity","avg_total_alc_consumption","cluster"
76,"Belgium",491,6209.583502,3760.61111363636,1218.9223,167.442916818182,101.337662863636,462.068553636364,32.371,9.884,1
77,"Cyprus",491,4796.124902,2815.04857727273,718.239142727273,109.395559954545,91.9460210909091,365.676109545455,41.661,8.199,1
78,"Denmark",491,6008.141258,3422.04986363636,1250.23587727273,136.909592090909,110.156683727273,437.309190454545,16.325,9.499,1
79,"Finland",491,6378.989865,3236.43082727273,1207.69013636364,129.246953409091,113.553605590909,404.748455454545,14.302,8.866,1
80,"France",491,9910.327379,3564.2383,1227.85250909091,157.794678181818,117.526920818182,418.494632272727,28.609,11.887,1
81,"Germany",491,7696.936501,3570.44014090909,1105.75372727273,148.831076363636,106.206882136364,451.533228181818,14.712,11.126,1
82,"Greece",491,5072.34156,3497.19049090909,841.684866363636,152.264728181818,111.720852318182,419.981139090909,33.179,7.278,1
83,"Iceland",491,5336.294439,3386.17624545455,1420.58004545455,147.938179090909,135.415394318182,378.267765909091,27.873,7.263,1
84,"Ireland",491,5514.645822,3688.38020909091,1118.15404272727,138.030681818182,116.8062,494.719815,27.579,11.106,1
85,"Israel",491,6050.290631,3589.22465,828.23074,149.197013363636,126.811805545455,434.801065454545,29.156,2.589,1
86,"Italy",491,6676.719589,3635.49621363636,941.697414545455,156.262923636364,114.524547727273,442.757934090909,41.534,7.309,1
87,"Luxembourg",491,7020.692342,3450.47183636364,1150.36814545455,139.843769545455,111.191703136364,436.77778,18.042,11.505,1
88,"Malta",491,5028.843239,3406.17777727273,906.169800454545,116.495617227273,111.195745409091,478.233564090909,45.927,8.052,1
89,"Netherlands",491,5921.754894,3270.45725454545,1122.72673181818,133.357606454545,108.729754409091,408.829945454545,12.52,8.564,1
90,"Norway",491,6092.316341,3486.14978181818,1070.87631136364,141.621476363636,118.248534772727,434.640595909091,34.199,6.159,1
91,"Portugal",491,4918.912634,3492.80521818182,1023.69834818182,137.769606818182,116.026121590909,447.193557727273,48.556,10.305,1
92,"Spain",491,5985.088466,3263.75698181818,896.695481363636,148.702288636364,111.073952909091,370.285148636364,28.37,9.542,1
93,"Sweden",491,7082.523796,3174.16465909091,1081.85248181818,130.404445909091,109.451559590909,390.679604090909,14.283,7.204,1
94,"Switzerland",491,5196.159137,3410.37052272727,1106.37065454545,154.027838636364,96.9006895,409.129309545455,21.742,9.584,1
97,"Argentina",491,7221.895758,3141.95846363636,918.872590454545,112.519389,103.618959090909,428.702031363636,36.488,7.88,1
98,"Chile",491,5164.322604,2964.22005,706.819666363636,85.2378503636364,92.9088267272727,456.361013636364,32.358,7.107,1
99,"Uruguay",491,5615.602343,3047.61290454545,819.659166363636,103.951307863636,90.2806808636364,437.732114545455,31.824,5.501,1
101,"Canada",491,7870.654514,3538.33280454545,904.954180909091,151.610525909091,108.680898045455,434.778623636364,33.321,8.173,1
102,"United States of America",491,7611.812742,3785.38031363636,1039.80821818182,164.307392272727,117.568117272727,459.085325454545,32.586,8.814,1
105,"Antigua and Barbuda",491,8560.396325,2359.11669545455,763.375504545455,87.7394041818182,86.1312614545455,306.234257727273,35.181,9.49,2
107,"Barbados",491,8408.788124,3001.05896363636,683.686098636364,93.8641960454545,96.5374251818182,442.532875909091,40.925,9.449,1
108,"Belize",491,7789.148434,2734.99870454545,561.062786363636,76.7258588181818,75.3711705454545,435.745326363636,38.453,6.353,2
109,"Cuba",491,7240.251776,3298.20789090909,446.139525,64.9261789090909,86.7635284545455,591.70454,51.5,4.527,3
110,"Dominica",491,7413.772625,3027.62763636364,697.271905454546,85.129541,93.0428356818182,472.322616818182,26.273,6.575,1
111,"Dominican Republic",491,7304.184929,2628.74429090909,416.523921363636,93.0446582272727,61.7363865,386.099211818182,33.583,5.488,2
112,"Grenada",491,7837.101557,2333.32128181818,578.250643181818,82.6771381818182,76.2073448181818,321.099418181818,32.587,8.071,2
113,"Guyana",491,7399.278512,2826.89984090909,471.901499545455,57.8001803181818,87.4439466818182,489.230604090909,31.698,5.476,2
115,"Jamaica",491,7705.295316,2804.17631363636,539.806685454545,81.2157558181818,81.0765577272727,437.232075,34.903,3.225,2
116,"Saint Lucia",491,8407.107957,2628.73646818182,738.348422272727,79.3521748181818,93.3358219090909,385.305900454545,21.896,9.686,2
117,"Saint Vincent and the Grenadines",491,8269.297932,2818.97177272727,601.404980909091,80.9346362272727,93.5136293181818,429.126380454545,28.104,7.316,2
118,"Suriname",491,7550.549146,2598.48597272727,343.154894090909,73.0665864545455,64.7202249090909,420.501444545455,44.314,5.683,2
119,"Trinidad and Tobago",491,8221.562687,2824.28073181818,530.708774545455,86.7135274090909,80.7726752272727,430.192071363636,41.731,5.782,2
122,"Ecuador",491,6386.7817,2423.13847272727,562.980906818182,91.6794036363636,63.7857506818182,335.720208636364,21.894,3.489,2
123,"Peru",491,6458.784154,2557.04823636364,369.502237272727,51.8700381818182,74.5126711818182,448.041810909091,30.648,5.851,2
125,"Colombia",491,6125.344129,2925.78477272727,534.463290909091,84.4896767727273,70.5186978636364,470.825725909091,31.456,4.262,2
126,"Costa Rica",491,7784.855567,2873.14371818182,634.424880909091,92.707314,76.9227265,432.771758636364,47.08,3.252,2
127,"El Salvador",491,6281.529016,2648.27270454545,434.226168181818,62.1514927272727,74.9487941363636,447.278521818182,36.01,2.578,2
128,"Guatemala",491,6330.565873,2430.23621363636,280.353304090909,58.9266958181818,63.6684732727273,411.305514545455,25.898,1.761,2
129,"Honduras",491,6592.908274,2461.38205454545,338.296865454545,73.5128401818182,58.9913400454545,390.950290909091,33.517,2.657,2
130,"Mexico",491,6401.447785,3224.91396818182,649.469819090909,95.4213445454545,93.8928055,497.637664090909,25.966,4.3,1
131,"Nicaragua",491,6558.450087,2465.98450909091,295.279151363636,56.9543534545455,62.5324986363636,425.816328636364,36.004,3.603,2
132,"Panama",491,6918.679049,2657.13101818182,575.210415,78.5324868636364,79.4255040909091,408.159156818182,49.952,6.231,2
135,"Brazil",491,6839.118614,3158.76325909091,758.047310909091,114.308917772727,93.5480669090909,438.947690909091,36.99,6.829,1
136,"Paraguay",491,6428.14144,2965.42826363636,512.827324090909,98.7208881818182,73.6765965,445.558472727273,31.147,5.445,2
139,"Algeria",491,10054.74305,3259.09470909091,379.694007272727,84.4311497272727,89.6838767272727,535.119716363636,26.909,0.508,3
140,"Bahrain",491,9502.386345,3501.99283333333,893.33149,127.429746666667,109.153105333333,479.628183333333,36.192,1.798,3
141,"Egypt",491,10627.37696,3144.94035454545,284.309626818182,54.3510395909091,91.0842395,572.861005909091,32.676,0.176,3
143,"Iraq",491,10302.23638,2250.29781818182,154.122784818182,56.4430025454545,56.7227962727273,378.854907727273,48.528,0.162,2
144,"Jordan",491,9414.488667,2711.7688,342.095495454545,86.6973462727273,72.7477184545454,410.125451818182,27.891,0.355,2
145,"Kuwait",491,10085.289295,3510.84610909091,740.486497727273,115.282039090909,111.089193272727,507.237748181818,62.674,0,3
146,"Lebanon",491,10137.93836,2814.19609090909,421.298028181818,96.9917871818182,76.9320549545454,408.385441363636,50.879,1.254,3
147,"Libya",491,10453.55804,3129.66439166667,490.416325,104.0982605,92.3299340833333,455.865091666667,41.757,0.008,3
148,"Morocco",491,9658.129168,3277.88669090909,295.304126818182,66.6785516363636,94.5631124545455,574.881818181818,23.214,0.438,3
150,"Oman",491,11238.39735,2892.08745909091,611.323170454545,79.8182472272727,85.5286515454546,457.902159545455,37.274,0.466,3
151,"Qatar",491,10184.09872,3494.6662,683.333246666667,113.55332,116.586651666667,501.58492,50.812,1.016,3
152,"Saudi Arabia",491,9841.286589,3047.43709090909,447.272917727273,90.4116317727273,85.6362383636364,472.796868181818,54.2,0,3
153,"Syrian Arab Republic",491,10453.86508,2759.99978333333,374.74997,89.319993,76.9174928333333,412.112465,35.364,0.275,3
154,"Tunisia",491,9246.112002,3261.93005,371.964004090909,92.1669708636364,94.4126726818182,513.694153181818,29.481,1.488,3
155,"Turkey",491,8508.340547,3655.64717727273,518.3738,116.126471363636,104.958082272727,547.669155454545,42.701,1.344,3
156,"United Arab Emirates",491,10819.27771,3133.08532727273,563.166450454545,103.843321818182,96.5427415,453.081114090909,60.481,1.971,3
162,"Bhutan",491,7258.084118,3251.30683333333,458.996246666667,70.8660866666667,91.6492533333333,561.72875,10.24,0.1607,3
163,"India",491,7230.4638,2387.15755909091,237.153390909091,50.9232374090909,60.2280231818182,421.984080454545,39.506,2.944,2
165,"Pakistan",491,8443.846954,2304.56456818182,472.843289090909,70.5574402272727,62.0306873636364,355.356211818182,38.459,0.0522,2
170,"Congo",491,7734.275658,2102.08015909091,177.517431136364,48.7177035909091,46.4056353181818,369.499573636364,17.505,4.852,2
173,"Gabon",491,7734.850701,2621.89887727273,393.893432272727,55.4593563636364,82.7317747272727,447.95939,21.97,7.507,2
180,"Kenya",491,7076.332256,2163.22820909091,270.509882272727,48.7037013181818,58.8880044090909,372.335724545455,9.976,2.217,2
183,"Mauritius",491,6280.262498,2953.35116363636,464.050568181818,89.9241937272727,87.7778589090909,448.230502727273,28.686,6.938,2
186,"Seychelles",491,6284.780475,3020.98200909091,568.274497272727,84.3513204545455,101.729550909091,463.725487272727,20.882,11.861,1
193,"Botswana",491,8004.591095,2350.99545454545,385.606538181818,62.9541407272727,66.2462535909091,379.855792272727,24.178,6.767,2
195,"Namibia",491,7559.334701,2374.68558636364,348.747445454545,58.0828985454545,67.1773382727273,395.807538181818,29.082,4.784,2
196,"South Africa",491,7967.062341,2851.40361363636,423.072467727273,83.5015475454545,78.1362763181818,446.836142727273,46.998,7.383,2
198,"Zimbabwe",491,8201.179606,2134.95505,299.739250909091,65.0537673181818,55.1834201818182,332.184366363636,17.906,2.843,2
202,"Cameroon",491,8140.581065,2618.72101818182,141.298343181818,56.7133007272727,69.0645765909091,458.010752727273,20.344,5.013,2
207,"Ghana",491,7906.386021,2774.8705,130.098949318182,42.5939375,59.9686793181818,537.912578636364,19.617,2.053,2
214,"Nigeria",491,7584.836862,2593.35066363636,91.7762488636364,59.8748480454545,61.6349201363636,451.984337272727,18.931,3.056,2
393,"Saint Kitts and Nevis",491,6679.908393,2681.85135909091,737.026841818182,95.039938,87.6812118636364,368.941762727273,38.446,8.617,2
